"ID","time","Lmean","Rmean","meanDiff"
3,-11,99.088581772011,96.6192071126012,2.46937465940984
3,-10.96,99.088581772011,96.6192071126012,2.46937465940984
3,-10.92,99.088581772011,96.6192071126012,2.46937465940984
3,-10.88,99.088581772011,96.6192071126012,2.46937465940984
3,-10.84,99.088581772011,96.6192071126012,2.46937465940984
3,-10.8,97.3689592696208,95.8822050161078,1.48675425351304
3,-10.76,97.3689592696208,95.8822050161078,1.48675425351304
3,-10.72,99.1186525934772,97.7853372282604,1.33331536521679
3,-10.68,99.1186525934772,97.7853372282604,1.33331536521679
3,-10.64,99.1186525934772,97.7853372282604,1.33331536521679
3,-10.6,99.1186525934772,97.7853372282604,1.33331536521679
3,-10.56,99.8376222957146,98.4323817929645,1.40524050275006
3,-10.52,99.8376222957146,98.4323817929645,1.40524050275006
3,-10.48,100.143007691506,98.8318728703628,1.31113482114306
3,-10.44,100.143007691506,98.8318728703628,1.31113482114306
3,-10.4,100.143007691506,98.8318728703628,1.31113482114306
3,-10.36,100.143007691506,98.8318728703628,1.31113482114306
3,-10.32,100.537702477875,99.2017534552325,1.33594902264259
3,-10.28,100.537702477875,99.2017534552325,1.33594902264259
3,-10.24,101.139824499093,99.5864082738336,1.55341622525988
3,-10.2,101.139824499093,99.5864082738336,1.55341622525988
3,-10.16,100.782091556948,99.3253805156695,1.45671104127868
3,-10.12,100.782091556948,99.3253805156695,1.45671104127868
3,-10.08,100.795921513287,99.2893807602059,1.50654075308114
3,-10.04,100.795921513287,99.2893807602059,1.50654075308114
3,-10,100.150720015316,98.6674844862757,1.48323552904051
3,-9.96,100.150720015316,98.6674844862757,1.48323552904051
3,-9.92,100.150720015316,98.6674844862757,1.48323552904051
3,-9.88,100.150720015316,98.6674844862757,1.48323552904051
3,-9.84,99.8045977640145,98.358605464418,1.44599229959647
3,-9.8,99.8045977640145,98.358605464418,1.44599229959647
3,-9.76,100.219762223652,98.9164085250564,1.30335369859598
3,-9.72,100.219762223652,98.9164085250564,1.30335369859598
3,-9.68,100.219762223652,98.9164085250564,1.30335369859598
3,-9.64,100.219762223652,98.9164085250564,1.30335369859598
3,-9.6,100.506792403421,99.2819935837866,1.2247988196342
3,-9.56,100.506792403421,99.2819935837866,1.2247988196342
3,-9.52,100.324238234682,99.1137424782738,1.21049575640825
3,-9.48,100.324238234682,99.1137424782738,1.21049575640825
3,-9.44,100.236848892948,99.0959974433889,1.14085144955915
3,-9.4,100.236848892948,99.0959974433889,1.14085144955915
3,-9.36,100.04723050994,99.0229975437813,1.02423296615912
3,-9.32,100.04723050994,99.0229975437813,1.02423296615912
3,-9.28,100.013814811094,98.9240234939645,1.08979131712988
3,-9.24,100.013814811094,98.9240234939645,1.08979131712988
3,-9.2,100.058471314339,99.1391279412273,0.919343373111587
3,-9.16,100.058471314339,99.1391279412273,0.919343373111587
3,-9.12,100.058471314339,99.1391279412273,0.919343373111587
3,-9.08,100.058471314339,99.1391279412273,0.919343373111587
3,-9.04,100.211265257748,99.2298728757198,0.981392382028162
3,-9,100.211265257748,99.2298728757198,0.981392382028162
3,-8.96,100.254779133055,98.9912526505202,1.26352648253516
3,-8.92,100.254779133055,98.9912526505202,1.26352648253516
3,-8.88,100.453134833711,99.2159127693661,1.23722206434522
3,-8.84,100.453134833711,99.2159127693661,1.23722206434522
3,-8.8,100.153571054942,98.8011406125045,1.35243044243771
3,-8.76,100.153571054942,98.8011406125045,1.35243044243771
3,-8.72,100.153571054942,98.8011406125045,1.35243044243771
3,-8.68,100.153571054942,98.8011406125045,1.35243044243771
3,-8.64,99.6813449642569,98.5324196198312,1.14892534442569
3,-8.6,99.6813449642569,98.5324196198312,1.14892534442569
3,-8.56,99.9160320643852,98.8245634868381,1.09146857754715
3,-8.52,99.9160320643852,98.8245634868381,1.09146857754715
3,-8.48,99.4514670260164,98.423064038996,1.02840298702041
3,-8.44,99.4514670260164,98.423064038996,1.02840298702041
3,-8.4,99.1243210766603,98.1324691609136,0.991851915746679
3,-8.36,99.1243210766603,98.1324691609136,0.991851915746679
3,-8.32,99.0936798452033,98.1767596138376,0.916920231365637
3,-8.28,99.0936798452033,98.1767596138376,0.916920231365637
3,-8.24,99.3653721804899,98.3676269402821,0.997745240207763
3,-8.2,99.3653721804899,98.3676269402821,0.997745240207763
3,-8.16,99.2405360370306,98.2382774320492,1.00225860498146
3,-8.12,99.2405360370306,98.2382774320492,1.00225860498146
3,-8.08,98.8254017808863,97.9104313356015,0.914970445284766
3,-8.04,98.8254017808863,97.9104313356015,0.914970445284766
3,-8,98.8254017808863,97.9104313356015,0.914970445284766
3,-7.96,98.8254017808863,97.9104313356015,0.914970445284766
3,-7.92,99.0334613109828,98.2089306130486,0.82453069793425
3,-7.88,99.0334613109828,98.2089306130486,0.82453069793425
3,-7.84,99.0334613109828,98.2089306130486,0.82453069793425
3,-7.8,99.0334613109828,98.2089306130486,0.82453069793425
3,-7.76,98.9665958811854,98.2038660267121,0.762729854473235
3,-7.72,98.9665958811854,98.2038660267121,0.762729854473235
3,-7.68,99.2451940283065,98.7132643983537,0.531929629952828
3,-7.64,99.2451940283065,98.7132643983537,0.531929629952828
3,-7.6,99.3129102607378,98.7312470520701,0.581663208667706
3,-7.56,99.3129102607378,98.7312470520701,0.581663208667706
3,-7.52,99.9152274773504,99.1518748158522,0.763352661498274
3,-7.48,99.9152274773504,99.1518748158522,0.763352661498274
3,-7.44,99.8094824941923,99.0114420864047,0.798040407787653
3,-7.4,99.8094824941923,99.0114420864047,0.798040407787653
